# timestamp,tx,ty,tz,qx,qy,qz,qw
10004.995784780,36.952608753,18.606614301,1.040842992,0.751548236,-0.021850219,-0.093394280,0.652667853
10005.030309031,36.951361542,18.611626983,1.036388873,0.749486724,-0.021770042,-0.087880619,0.655799293
10005.063724398,36.955347480,18.626303760,1.036271478,0.749225075,-0.021392810,-0.085860180,0.656378065
10005.095882171,36.963769493,18.639918232,1.036108052,0.748002315,-0.015245559,-0.083918601,0.658192812
10005.129619312,36.964437315,18.643873737,1.038366919,0.746838865,-0.013362941,-0.082223672,0.659766935
10005.162760209,36.967244704,18.654528277,1.043019463,0.744758022,-0.010416009,-0.080937644,0.662326274
10005.196173212,36.967495430,18.663506167,1.049156621,0.742675965,-0.007807333,-0.079600090,0.664857339
10005.229680238,36.967044893,18.672874074,1.057189149,0.740433980,-0.005065751,-0.078272673,0.667536702
10005.263064355,36.967113009,18.684115914,1.067065187,0.738379195,-0.001125910,-0.076222456,0.670063455
10005.297209450,36.963149734,18.690485452,1.077532947,0.737006537,0.003682969,-0.073331325,0.671885643
10005.332217267,36.960341121,18.698613946,1.089554075,0.735786146,0.009941547,-0.069650464,0.673549349
10005.365816544,36.954404743,18.703999395,1.103015225,0.734568530,0.015911392,-0.065757028,0.675153253
10005.399169815,36.949187505,18.713027831,1.118283544,0.733272284,0.019607857,-0.062571738,0.676765888
10005.432425359,36.936156921,18.711834058,1.130574803,0.731830827,0.024403969,-0.060318266,0.678372902
10005.465467658,36.924404171,18.713863410,1.145055334,0.731357554,0.027228601,-0.058213700,0.678959422
10005.500097219,36.911856643,18.712519048,1.160206668,0.732824134,0.028420277,-0.056834157,0.677444430
10005.533381339,36.896887462,18.714408242,1.177075966,0.733091147,0.027525935,-0.056501292,0.677220273
10005.566750339,36.881593767,18.715187974,1.193789270,0.733587181,0.026406932,-0.056584452,0.676720564
10005.600267394,36.867381387,18.717031877,1.212012100,0.734103628,0.025211429,-0.056730033,0.676193723
10005.633562784,36.850961848,18.716184357,1.229797173,0.735102099,0.024941054,-0.055679064,0.675205665
10005.666632307,36.833563892,18.714401287,1.247712866,0.736270887,0.026344906,-0.052471109,0.674134934
10005.699675451,36.816008981,18.713079352,1.265129657,0.737638653,0.028032919,-0.048725338,0.672851555
10005.733424514,36.797505184,18.714029303,1.280541426,0.738254290,0.029947049,-0.044972263,0.672355021
10005.767179254,36.779191000,18.713832114,1.296382626,0.739246403,0.030944429,-0.041524791,0.671440905
10005.800668676,36.760301374,18.711852230,1.312064567,0.740362841,0.031612770,-0.037833321,0.670396999
10005.834077348,36.741433406,18.711449906,1.326619086,0.741016827,0.030865457,-0.035326909,0.669845800
10005.867480404,36.722940729,18.709022325,1.340453534,0.741400866,0.030256062,-0.033152186,0.669559750
