# timestamp,tx,ty,tz,qx,qy,qz,qw
10000.994449876,36.001714457,21.626360189,0.846737937,0.529135543,-0.486600852,-0.523331954,0.457557488
10001.031574995,36.099269840,21.376367066,0.850785138,0.541713258,-0.443117452,-0.506199003,0.503940710
10001.066109689,36.105795180,21.387711736,0.866216885,0.558935859,-0.423206087,-0.503249920,0.505199794
10001.099991971,36.124399375,21.379983002,0.882822523,0.569238950,-0.409814693,-0.499167062,0.508774192
10001.133027343,36.137958296,21.370764236,0.893658895,0.577798246,-0.398351842,-0.492790758,0.514414487
10001.167422946,36.153061626,21.359017898,0.903699477,0.581289436,-0.389233128,-0.492036098,0.518170476
10001.200803946,36.173222330,21.352199816,0.916393794,0.585873050,-0.379526483,-0.488591457,0.523441311
10001.233573920,36.190738512,21.350037853,0.930822896,0.589155345,-0.371567556,-0.485957427,0.527900474
10001.264856259,36.208385850,21.346085496,0.947405145,0.595123760,-0.363483383,-0.479596773,0.532629774
10001.297338379,36.229981724,21.337579693,0.957501428,0.596407058,-0.355111526,-0.478703524,0.537621950
10001.330725042,36.251347653,21.337072606,0.966288690,0.596423071,-0.349622087,-0.478416228,0.541444207
10001.363878666,36.276224452,21.344384479,0.972042183,0.598708758,-0.342177584,-0.476096302,0.545705630
10001.396303948,36.299776862,21.343673922,0.979086487,0.599643983,-0.335017901,-0.474426957,0.550553506
10001.428346145,36.323029406,21.337477847,0.982073770,0.603083653,-0.325967665,-0.472617820,0.553775753
10001.460974957,36.339544784,21.337359838,0.987529416,0.606830404,-0.318153113,-0.466129798,0.559694978
10001.493307189,36.355919666,21.331502688,1.000833867,0.610683585,-0.310649576,-0.459805992,0.564925525
10001.526765995,36.376956453,21.333550274,1.007045148,0.614354302,-0.299371315,-0.452114903,0.573182102
10001.560150995,36.398781479,21.335773884,1.013891114,0.618267003,-0.286997777,-0.443646893,0.581855328
10001.594076619,36.419437003,21.333748606,1.016819211,0.623903550,-0.272610764,-0.435032588,0.589215053
10001.627225554,36.444366921,21.330677703,1.022079458,0.627487800,-0.258936964,-0.427302751,0.597179259
10001.659887050,36.471240300,21.325490778,1.022867919,0.630433543,-0.244364032,-0.423218223,0.603097093
10001.693659493,36.495516788,21.324592313,1.029335137,0.633112638,-0.230230842,-0.416453830,0.610514827
10001.727000598,36.521729649,21.322959770,1.033661006,0.633468525,-0.218340777,-0.410965771,0.618184493
10001.760258170,36.548396857,21.318226174,1.036186466,0.632960658,-0.207165253,-0.407255048,0.624969350
10001.793324657,36.577596423,21.310699587,1.040001211,0.630929340,-0.198252879,-0.403478202,0.632320571
10001.826775471,36.602690011,21.314643818,1.048739098,0.628106536,-0.188726013,-0.400771179,0.639724264
10001.859909732,36.628546163,21.316978465,1.044634830,0.624452853,-0.179248990,-0.396342339,0.648722733
10001.893265749,36.660816592,21.318948230,1.047487800,0.620153962,-0.168058361,-0.393024836,0.657797027
10001.926643749,36.688933432,21.321218650,1.049235587,0.616034946,-0.157164206,-0.386551408,0.668115534
10001.959923028,36.704851208,21.306991702,1.051135623,0.614050001,-0.145773844,-0.379902773,0.676288744
10001.993365102,36.738697343,21.308406538,1.060117528,0.611914982,-0.130493651,-0.371485294,0.685951994
10002.026683206,36.767338596,21.307729003,1.065683795,0.609496517,-0.117099249,-0.362442148,0.695296664
10002.060150070,36.786432795,21.292944629,1.069425405,0.607345617,-0.107547099,-0.354400943,0.702826361
10002.093347982,36.812926492,21.290017270,1.073602340,0.602441070,-0.100318891,-0.349453990,0.710551044
10002.126878188,36.837726112,21.287468844,1.081021082,0.596694505,-0.095621977,-0.345318994,0.718029872
10002.160003817,36.862765463,21.276144932,1.086366970,0.590222096,-0.091762202,-0.345862390,0.723599878
10002.193766323,36.861867000,21.254272308,1.093429489,0.585645272,-0.089712001,-0.344287449,0.728311420
10002.227084290,36.882086512,21.253005708,1.101236239,0.578163455,-0.089214823,-0.342316018,0.735246542
10002.260510284,36.847332612,21.229323736,1.101370144,0.574999662,-0.090192673,-0.340445664,0.738469648
10002.293932971,36.835527174,21.221329093,1.104185536,0.570502593,-0.089250898,-0.335912261,0.744126347
10002.327299630,36.819898418,21.208449925,1.107896319,0.567447088,-0.085683467,-0.329851073,0.749573489
10002.360815889,36.809639694,21.183871000,1.110259769,0.564770651,-0.080559808,-0.325647061,0.753988210
